Timestamp,Product Name,Sale Price(USD),Original Price(USD),Model,SKU,Rating,Link
"2022-04-10, 00:47:01.225893","SaharaCase - Folio Case for Apple® iPad® Pro 11"" (2nd Gen 2020 and 3rd Gen 2021) - Black",39.99,No Sale,No Model,No SKU Found,4.0,https://www.bestbuy.com/site/saharacase-folio-case-for-apple-ipad-pro-11-2nd-gen-2020-and-3rd-gen-2021-black/6409933.p?skuId=6409933
"2022-04-10, 00:47:01.226894","Speck - Presidio Pro Folio Case For Apple iPad Pro 11"" (2018, 2020, 2021) & iPad Air 10.9"" (2020, 2022) - Black",54.99,59.95,140550-1050,6452192,3.0,https://www.bestbuy.com/site/speck-presidio-pro-folio-case-for-apple-ipad-pro-11-2018-2020-2021-ipad-air-10-9-2020-2022-black/6452192.p?skuId=6452192
"2022-04-10, 00:47:01.227895","TUCANO - 11"" Protective Case Compatible with iPad Pro 2020 4th and 3rd Gen - Space Gray",34.99,44.99,IPD11MT-SG,6443863,Check Manually,https://www.bestbuy.com/site/tucano-11-protective-case-compatible-with-ipad-pro-2020-4th-and-3rd-gen-space-gray/6443863.p?skuId=6443863
"2022-04-10, 00:47:01.228895","SaharaCase - SHOCK KidProof Case for Apple® iPad® Pro 11"" (1st Gen 2018, 2nd Gen 2020 and 3rd Gen 2021) - Red",29.99,No Sale,No Model,No SKU Found,4.0,https://www.bestbuy.com/site/saharacase-shock-kidproof-case-for-apple-ipad-pro-11-1st-gen-2018-2nd-gen-2020-and-3rd-gen-2021-red/6429116.p?skuId=6429116
"2022-04-10, 00:47:01.229896","SaharaCase - Monkey KidProof Case for Apple iPad Pro 11"" (1st Generation 2018, 2nd Generation 2020 and 3rd Generation 2021) - Blue",29.99,No Sale,No Model,No SKU Found,3.0,https://www.bestbuy.com/site/saharacase-monkey-kidproof-case-for-apple-ipad-pro-11-1st-generation-2018-2nd-generation-2020-and-3rd-generation-2021-blue/6429247.p?skuId=6429247
"2022-04-10, 00:47:01.230897","Speck - Balance Folio Case for Apple iPad Pro 11""(2nd Gen 2020) & iPad Air 10.9"" (4th Gen 2020)",20.99,Reg $39.99,138650-7265,6426802,4.0,https://www.bestbuy.com/site/speck-balance-folio-case-for-apple-ipad-pro-112nd-gen-2020-ipad-air-10-9-4th-gen-2020/6426802.p?skuId=6426802
"2022-04-10, 00:47:01.231898","STM Dux Shell Magic Folio, Ultra Protective Case for iPad Air 4th gen/iPad Pro 11"" 2nd gen/11"" 1st gen - Black - Clear",69.95,No Sale,No Model,No SKU Found,5.0,https://www.bestbuy.com/site/stm-dux-shell-magic-folio-ultra-protective-case-for-ipad-air-4th-gen-ipad-pro-11-2nd-gen-11-1st-gen-black-clear/6487690.p?skuId=6487690
"2022-04-10, 00:47:01.232899","SaharaCase - Bumper Protection Case for Most Tablets up to 11"" - Black",19.99,No Sale,No Model,No SKU Found,5.0,https://www.bestbuy.com/site/saharacase-bumper-protection-case-for-most-tablets-up-to-11-black/6429393.p?skuId=6429393
"2022-04-10, 00:47:01.233399","ZAGG - Pro Keys with Trackpad Wireless Keyboard & Case for Apple iPad Air 10.9"" (2020, 2022) and iPad Pro 11"" (2018-2021) - Black",149.99,No Sale,No Model,No SKU Found,3.0,https://www.bestbuy.com/site/zagg-pro-keys-with-trackpad-wireless-keyboard-case-for-apple-ipad-air-10-9-2020-2022-and-ipad-pro-11-2018-2021-black/6460198.p?skuId=6460198
"2022-04-10, 00:47:01.234400","Brydge - Air MAX+ Wireless Keyboard for iPad Air (4th, 5th Gen) & iPad Pro 11-inch (1st, 2nd & 3rd Gen) w/Trackpad & SnapFit Case - Black",149.99,No Sale,No Model,No SKU Found,Check Manually,https://www.bestbuy.com/site/brydge-air-max-wireless-keyboard-for-ipad-air-4th-5th-gen-ipad-pro-11-inch-1st-2nd-3rd-gen-w-trackpad-snapfit-case-black/6489332.p?skuId=6489332
